time,read_ops,read_ops_per_sec,avg_read_latency,write_ops,write_ops_per_sec,avg_write_latency,read_errors,write_errors,memtable_size
0,0,0,0,0,0, 0, 0, 0, 0
0.102051125,84961,832533.693283636,119,84735,830319.1170112039, 119, 0, 0, 3544322
0.202649709,100925,498026.8686198804,220,100822,497518.60240766493, 127, 0, 0, 17690
0.303680417,108556,357467.8969174361,373,108317,356680.88535323634, 184, 0, 0, 334348
0.406836042,146264,359515.83660328697,349,145644,357991.8811617973, 206, 0, 0, 1894490
0.507687459,200927,395769.08280493884,293,201060,396031.05500386213, 186, 0, 0, 11052
0.608638084,201715,331420.27306986594,412,201773,331515.567796773, 186, 0, 0, 42348
0.712019292,212725,298762.97228193644,447,212660,298671.6826206445, 219, 0, 0, 499584
0.814739167,263668,323622.59073768085,400,263624,323568.58572382835, 215, 0, 0, 2629110
0.915523625,301553,329377.62802134134,378,301608,329437.7029320243, 206, 0, 0, 17224
1.0168215840000001,305530,300475.52570441895,445,305390,300337.84176634863, 218, 0, 0, 179458
1.119116292,324908,290325.5026511579,451,324775,290206.65888045175, 236, 0, 0, 988888
1.220613209,397841,325935.3553333536,394,397794,325896.8500970892, 218, 0, 0, 4038870
1.32185025,401933,304068.48279523343,423,402120,304209.9511650431, 218, 0, 0, 21822
1.422592542,407710,286596.4694478203,465,407529,286469.23695175676, 230, 0, 0, 251800
1.5257039589999999,437849,286981.6240674775,457,437871,286996.04364073096, 237, 0, 0, 1519986
1.6266917090000002,502236,308746.8862239095,415,502236,308746.8862239095, 224, 0, 0, 10222
1.728292084,503028,291054.9696182026,460,502834,290942.72007323505, 224, 0, 0, 39528
1.831263625,514621,281019.6156219725,471,514406,280902.21035215503, 239, 0, 0, 523076
1.9338258750000001,565100,292218.656966724,447,565625,292490.1395271692, 235, 0, 0, 2662438
2.034525584,602481,296128.4953789994,432,602745,296258.255359447, 229, 0, 0, 14790
2.136323084,605694,283521.72222279845,469,605752,283548.8716743184, 233, 0, 0, 144388
2.23893975,623855,278638.5832847891,473,623881,278650.1959242092, 242, 0, 0, 902444
2.341306209,697861,298064.81412701024,437,697428,297879.87462685624, 231, 0, 0, 3975296
2.441859792,703658,288164.7841965859,453,703328,288029.6413021899, 231, 0, 0, 22716
2.542522709,708797,278777.05771948723,478,708187,278537.13852512144, 237, 0, 0, 229754
2.646017959,733048,277038.1801478922,476,732468,276818.98284500645, 243, 0, 0, 1244146
2.74657425,803437,292523.3133602705,446,803336,292486.54027831217, 234, 0, 0, 7766
2.848525667,803888,282211.9559296918,468,803802,282181.76487296505, 234, 0, 0, 25764
2.950129417,812911,275550.9623800345,481,812506,275413.68026703084, 243, 0, 0, 393664
3.052780459,856623,280604.19394868775,468,856571,280587.16029667825, 242, 0, 0, 2234894
3.153737584,903415,286458.5197523524,453,903884,286607.2321887895, 237, 0, 0, 12580
3.2546980420000002,906346,278473.1450672621,476,906609,278553.95133457356, 239, 0, 0, 130032
3.357708709,922164,274640.857775492,480,922194,274649.79243975267, 245, 0, 0, 781590
3.459530542,985735,284933.1688310905,460,985897,284979.99599391886, 240, 0, 0, 3442908
3.560728084,1003855,281924.08302975603,461,1004375,282070.1205781823, 238, 0, 0, 16796
3.661568209,1007917,275269.2132083125,483,1008103,275320.0111149425, 241, 0, 0, 176508
3.7644064999999998,1028456,273205.3512286731,484,1029082,273371.64570298133, 246, 0, 0, 1053230
3.8667049589999998,1101724,284925.79901542986,461,1102626,285159.0725673466, 238, 0, 0, 4125806
3.967674375,1103816,278202.2655273973,472,1104917,278479.75805726246, 239, 0, 0, 22808
4.068624459,1110672,272984.64412048116,487,1111769,273254.26841514255, 243, 0, 0, 313414
4.170768542,1139273,273156.61095249525,484,1140158,273368.8020609416, 246, 0, 0, 1499810
4.271878459,1204176,281884.4242778116,465,1204956,282067.0137422559, 240, 0, 0, 8066
4.3728215,1204606,275475.6854355935,480,1205387,275654.2886555054, 240, 0, 0, 26070
4.473784625,1213062,271148.9491964535,490,1213796,271313.0161021106, 245, 0, 0, 380940
4.576720709,1246818,272426.062081561,485,1247450,272564.1522208079, 247, 0, 0, 1787748
4.677686834,1304577,278893.6169299785,469,1305427,279075.3306765726, 242, 0, 0, 11030
4.778715125,1306218,273340.83866319613,486,1306940,273491.92530073656, 243, 0, 0, 78138
4.880840125,1318406,270118.66118028195,490,1318842,270207.99006400566, 248, 0, 0, 576084
4.983151292,1376873,276305.6787399663,477,1377058,276342.80384196696, 245, 0, 0, 3007680
5.083794,1405454,276457.70068574767,473,1405977,276560.5766087296, 243, 0, 0, 17306
5.18454975,1407992,271574.59526740963,490,1408318,271637.4744017067, 244, 0, 0, 119256
5.287352792,1422990,269130.8970630912,492,1423465,269220.73407958815, 248, 0, 0, 752262
5.389715667,1486661,275832.91807070386,478,1487281,275947.9519682796, 244, 0, 0, 3418310
5.490754459,1505508,274189.64210506505,479,1506335,274340.25892943324, 243, 0, 0, 16058
5.591962,1509996,270029.7319616979,493,1510792,270172.07913787686, 245, 0, 0, 205836
5.695479875,1530029,268639.1723928267,493,1530381,268700.9757891559, 249, 0, 0, 1025052
5.797767042,1603600,276589.2434765405,477,1603753,276615.6329466402, 244, 0, 0, 4089846
5.898833042,1606542,272349.1220316522,485,1606972,272422.01780560246, 244, 0, 0, 26334
5.999560542,1614664,269130.3785829852,493,1614734,269142.04610421613, 248, 0, 0, 354842
6.101671,1647308,269976.5359358117,489,1647375,269987.5165344051, 249, 0, 0, 1718418
6.20270725,1706576,275134.0553755782,477,1706974,275198.22090587945, 245, 0, 0, 9962
6.303643917,1707792,270921.39443256566,490,1707984,270951.85300581757, 246, 0, 0, 56100
6.406870584,1720535,268545.3026469311,493,1720713,268573.0853214312, 250, 0, 0, 588068
6.5093798750000005,1775371,272740.4198391479,483,1775652,272783.58831377927, 248, 0, 0, 2883508
6.6109571670000005,1807074,273345.289396276,480,1807553,273417.7448649623, 246, 0, 0, 17470
6.711565584,1810269,269723.80398331815,492,1810612,269774.90979398286, 247, 0, 0, 149178
6.815264459,1828942,268359.65221932996,493,1829311,268413.7953860728, 250, 0, 0, 931190
6.9180660419999995,1903659,275172.1345883041,479,1903896,275206.3927174635, 246, 0, 0, 4046470
7.018634875,1907609,271792.0270784851,485,1908065,271856.9969776352, 246, 0, 0, 22290
7.119534292,1915130,268996.52722397476,492,1915547,269055.09847075824, 249, 0, 0, 338792
7.221958042,1951265,270185.03689058125,489,1951978,270283.7635788081, 249, 0, 0, 1861628
7.322760209,2007205,274104.97445117147,479,2008177,274237.71128431335, 246, 0, 0, 10604
7.423792042,2008653,270569.6749903653,490,2009474,270680.26537265984, 246, 0, 0, 68700
7.525963459,2020658,268491.6039000396,493,2021000,268537.046586795, 250, 0, 0, 550376
7.627832292,2071885,271621.72956699296,485,2072692,271727.5263345551, 248, 0, 0, 2709778
7.728733584,2107445,272676.6263961829,481,2108660,272833.83197026496, 246, 0, 0, 14124
7.829537834,2110977,269617.0635810737,491,2112024,269750.78794925456, 248, 0, 0, 158072
7.933350584,2130849,268593.8277198415,492,2131745,268706.76865072723, 250, 0, 0, 982658
8.0356785,2198516,273594.3206289301,481,2198910,273643.35195839405, 247, 0, 0, 3788320
8.136773875,2208653,271440.87250427617,485,2209234,271512.2767252765, 247, 0, 0, 21888
8.237519084,2214236,268798.89168339316,493,2214469,268827.1768985925, 249, 0, 0, 244382
8.339417167,2240887,268710.26537291345,492,2241166,268743.72094833467, 250, 0, 0, 1360650
8.440556209,2308425,273492.0475428588,481,2309239,273588.4866850011, 247, 0, 0, 7046
8.543478917,2308814,270242.83929651557,488,2309663,270342.2133346853, 247, 0, 0, 23858
8.644610334,2316156,267930.6423900171,494,2316944,268021.79745306267, 250, 0, 0, 331718
8.747417292,2351104,268776.9339814411,491,2351429,268814.0878051528, 250, 0, 0, 1772752
8.848577209,2409150,272264.11016108026,483,2409732,272329.8834471412, 248, 0, 0, 10068
8.949721875,2409720,269250.82518276584,492,2410367,269323.1179320866, 248, 0, 0, 36584
9.050769042,2420583,267445.00812774134,495,2421157,267508.4281528615, 250, 0, 0, 491832
9.153066834,2473876,270278.3717049389,489,2474321,270326.98928941303, 249, 0, 0, 2712752
9.253979375,2509334,271162.6964264765,485,2510206,271256.92615886126, 247, 0, 0, 13190
9.355640791999999,2513032,268611.4244733393,493,2513819,268695.54484707926, 249, 0, 0, 168182
9.457558084,2533184,267847.5751880986,494,2534406,267976.7840165453, 250, 0, 0, 1028524
9.560235334,2607863,272782.30178345105,483,2609239,272926.23129479965, 247, 0, 0, 4155114
9.661026459,2609198,270074.61485309654,488,2610727,270232.8796095889, 247, 0, 0, 18666
9.7622735,2615897,267959.81489352864,494,2617293,268102.8143700338, 249, 0, 0, 296908
9.864273666999999,2645709,268211.23270849336,493,2647558,268398.676818665, 250, 0, 0, 1561752
9.965575292,2708042,271739.6558303982,484,2710907,272027.14550520905, 248, 0, 0, 9308
10.068412334,2708336,268993.3536843963,489,2711010,269258.93676853064, 248, 0, 0, 13614
